"","Gene","module"
"g59869","g59869",1
"g59868","g59868",0
"g22252","g22252",2
"g22253","g22253",2
"g22258","g22258",2
"adi2mcaRNA30718_R0","adi2mcaRNA30718_R0",0
"g53588","g53588",1
"g8145","g8145",6
"g8144","g8144",2
"g8143","g8143",0
"g8142","g8142",1
"g8148","g8148",2
"g66191","g66191",0
"g66195","g66195",0
"g66196","g66196",1
"g66199","g66199",8
"g9892","g9892",2
"g9896","g9896",0
"g60734","g60734",0
"adi2mcaRNA12348_R0","adi2mcaRNA12348_R0",9
"g481","g481",1
"g38333","g38333",0
"adi2mcaRNA8483_R0","adi2mcaRNA8483_R0",1
"adi2mcaRNA34458_R2","adi2mcaRNA34458_R2",0
"g25123","g25123",1
"g9236","g9236",0
"g9232","g9232",4
"g9233","g9233",4
"g51480","g51480",0
"g9239","g9239",1
"g60698","g60698",3
"g60699","g60699",1
"adi2mcaRNA21380_R0","adi2mcaRNA21380_R0",2
"g60695","g60695",1
"g60696","g60696",1
"g60697","g60697",3
"adi2mcaRNA31412_R1","adi2mcaRNA31412_R1",4
"g35279","g35279",2
"g40461","g40461",1
"g40460","g40460",0
"adi2mcaRNA24936_R1","adi2mcaRNA24936_R1",0
"g17153","g17153",2
"g59089","g59089",0
"g13439","g13439",0
"g13435","g13435",1
"g13432","g13432",0
"g59083","g59083",0
"adi2mcaRNA40027_R0","adi2mcaRNA40027_R0",2
"g12528","g12528",1
"g12520","g12520",2
"g12524","g12524",0
"g27618","g27618",1
"g21727","g21727",1
"g53654","g53654",0
"g53653","g53653",3
"g57606","g57606",0
"g56222","g56222",4
"g56228","g56228",0
"g50109","g50109",2
"g55557","g55557",0
"g55556","g55556",2
"g15179","g15179",2
"g55550","g55550",2
"g15170","g15170",1
"g55559","g55559",3
"g26218","g26218",0
"g11871","g11871",3
"g11872","g11872",3
"g11873","g11873",0
"g11875","g11875",1
"g11876","g11876",0
"adi2mcaRNA2054_R0","adi2mcaRNA2054_R0",1
"g49619","g49619",0
"g4334","g4334",3
"g4335","g4335",0
"g49613","g49613",1
"g4333","g4333",2
"g42739","g42739",1
"adi2mcaRNA34345_R0","adi2mcaRNA34345_R0",1
"adi2mcaRNA20725_R0","adi2mcaRNA20725_R0",0
"g5683","g5683",1
"g5686","g5686",2
"g11120","g11120",4
"adi2mcaRNA22834_R0","adi2mcaRNA22834_R0",5
"adi2mcaRNA7331_R0","adi2mcaRNA7331_R0",2
"g21763","g21763",1
"adi2mcaRNA37779_R1","adi2mcaRNA37779_R1",5
"g7382","g7382",1
"g45120","g45120",4
"adi2mcaRNA29127_R2","adi2mcaRNA29127_R2",3
"adi2mcaRNA29127_R3","adi2mcaRNA29127_R3",4
"adi2mcaRNA29127_R4","adi2mcaRNA29127_R4",0
"g68527","g68527",0
"g21039","g21039",4
"g27621","g27621",1
"g59036","g59036",1
"g29716","g29716",3
"g29714","g29714",0
"adi2mcaRNA10748_R0","adi2mcaRNA10748_R0",4
"g40349","g40349",3
"g38014","g38014",6
"g38011","g38011",0
"g40340","g40340",3
"g40341","g40341",8
"g40347","g40347",1
"g57602","g57602",5
"g17733","g17733",1
"g7937","g7937",4
"g19485","g19485",2
"g19487","g19487",3
"g27249","g27249",2
"g36313","g36313",0
"g36310","g36310",0
"g36311","g36311",1
"g36316","g36316",2
"g36317","g36317",1
"g36315","g36315",0
"g33795","g33795",1
"g33794","g33794",0
"g33797","g33797",0
"g67828","g67828",1
"g37952","g37952",0
"g37957","g37957",1
"g37956","g37956",0
"g37954","g37954",0
"g37958","g37958",1
"g41121","g41121",1
"g61848","g61848",0
"g11103","g11103",0
"adi2mcaRNA27696_R2","adi2mcaRNA27696_R2",5
"g18750","g18750",8
"g18751","g18751",0
"g23051","g23051",6
"adi2mcaRNA32829_R0","adi2mcaRNA32829_R0",1
"g15043","g15043",0
"g46365","g46365",0
"g46366","g46366",0
"g46369","g46369",1
"g32112","g32112",2
"g32113","g32113",2
"g32116","g32116",0
"g32119","g32119",0
"g9131","g9131",3
"g40329","g40329",4
"g28878","g28878",0
"g28879","g28879",2
"g28870","g28870",5
"g28872","g28872",5
"g28875","g28875",0
"g35913","g35913",2
"g19904","g19904",1
"g19905","g19905",0
"g19907","g19907",2
"g65331","g65331",6
"g65333","g65333",2
"g21529","g21529",0
"adi2mcaRNA21088_R0","adi2mcaRNA21088_R0",2
"g28122","g28122",3
"g28123","g28123",0
"g28121","g28121",2
"g25187","g25187",2
"g25181","g25181",1
"g25180","g25180",6
"g29831","g29831",0
"g62640","g62640",3
"g27965","g27965",5
"g66566","g66566",1
"g43407","g43407",0
"adi2mcaRNA1815_R0","adi2mcaRNA1815_R0",0
"g64945","g64945",7
"g37260","g37260",2
"g23935","g23935",0
"g37262","g37262",0
"g54918","g54918",2
"g54919","g54919",0
"g54916","g54916",1
"g37268","g37268",1
"g22364","g22364",0
"adi2mcaRNA10635_R0","adi2mcaRNA10635_R0",5
"adi2mcaRNA29499_R3","adi2mcaRNA29499_R3",4
"adi2mcaRNA5851_R6","adi2mcaRNA5851_R6",4
"adi2mcaRNA5851_R2","adi2mcaRNA5851_R2",2
"g23672","g23672",0
"g41938","g41938",1
"g1589","g1589",0
"g1585","g1585",2
"g41933","g41933",2
"adi2mcaRNA11423_R2","adi2mcaRNA11423_R2",0
"g58961","g58961",1
"g58960","g58960",6
"g58965","g58965",3
"g58966","g58966",2
"adi2mcaRNA12114_R1","adi2mcaRNA12114_R1",0
"g61686","g61686",1
"g61688","g61688",2
"g6679","g6679",2
"g13083","g13083",2
"g13080","g13080",3
"g13085","g13085",1
"g13084","g13084",1
"g57437","g57437",0
"g57439","g57439",0
"g6855","g6855",0
"g6852","g6852",0
"g45498","g45498",4
"g7181","g7181",1
"g7187","g7187",1
"g16614","g16614",7
"g7066","g7066",0
"g16612","g16612",1
"g7726","g7726",0
"g7720","g7720",2
"g41323","g41323",1
"g41322","g41322",2
"g41328","g41328",0
"g53443","g53443",0
"g53442","g53442",1
"g49139","g49139",0
"g49134","g49134",1
"g49135","g49135",0
"g3409","g3409",1
"g33260","g33260",1
"g41491","g41491",2
"g41490","g41490",2
"g41497","g41497",4
"g41496","g41496",1
"adi2mcaRNA28334_R0","adi2mcaRNA28334_R0",0
"g14617","g14617",0
"g42676","g42676",3
"g15905","g15905",1
"g32449","g32449",3
"g32029","g32029",0
"g18611","g18611",0
"g49868","g49868",2
"g49867","g49867",2
"g49864","g49864",0
"g54495","g54495",1
"g54494","g54494",1
"g54490","g54490",6
"g30191","g30191",2
"g39640","g39640",0
"g43231","g43231",1
"g43233","g43233",3
"g43232","g43232",3
"g18277","g18277",4
"g25018","g25018",0
"g65138","g65138",2
"g65139","g65139",0
"g40127","g40127",1
"g24401","g24401",5
"adi2mcaRNA5846_R0","adi2mcaRNA5846_R0",0
"g34434","g34434",1
"g70671","g70671",1
"adi2mcaRNA16787_R0","adi2mcaRNA16787_R0",0
"g33428","g33428",0
"g6444","g6444",2
"g6445","g6445",0
"g6446","g6446",1
"g6443","g6443",0
"g32775","g32775",0
"g32776","g32776",1
"g3428","g3428",1
"adi2mcaRNA28550_R1","adi2mcaRNA28550_R1",2
"adi2mcaRNA28550_R0","adi2mcaRNA28550_R0",2
"g24909","g24909",5
"g24903","g24903",0
"adi2mcaRNA14136_R3","adi2mcaRNA14136_R3",0
"g30431","g30431",0
"g30430","g30430",0
"g30433","g30433",3
"g30435","g30435",3
"g30434","g30434",0
"g36103","g36103",8
"g36101","g36101",8
"g36107","g36107",1
"g36105","g36105",1
"g36104","g36104",2
"g36109","g36109",1
"g36108","g36108",1
"adi2mcaRNA4256_R0","adi2mcaRNA4256_R0",1
"g46062","g46062",2
"g19363","g19363",0
"g18545","g18545",4
"g41283","g41283",1
"adi2mcaRNA12272_R0","adi2mcaRNA12272_R0",0
"g46069","g46069",2
"g46068","g46068",0
"g32477","g32477",1
"g22534","g22534",2
"g22533","g22533",5
"g22530","g22530",0
"g66568","g66568",2
"g66569","g66569",1
"adi2mcaRNA14468_R2","adi2mcaRNA14468_R2",4
"g66565","g66565",0
"adi2mcaRNA14468_R0","adi2mcaRNA14468_R0",4
"g66567","g66567",2
"g33168","g33168",0
"g60245","g60245",1
"g31450","g31450",0
"g27333","g27333",2
"g31453","g31453",1
"g27336","g27336",2
"g31455","g31455",1
"g27335","g27335",0
"g27644","g27644",0
"g42294","g42294",2
"g31824","g31824",1
"g42295","g42295",3
"g40326","g40326",2
"g42297","g42297",0
"g34510","g34510",2
"g40327","g40327",2
"g61119","g61119",6
"g56093","g56093",7
"g61114","g61114",0
"g56095","g56095",0
"g61117","g61117",1
"adi2mcaRNA37546_R0","adi2mcaRNA37546_R0",1
"g48227","g48227",5
"g48223","g48223",9
"g48221","g48221",4
"g48220","g48220",4
"g2110","g2110",1
"g36814","g36814",0
"g31822","g31822",1
"g46398","g46398",1
"g22830","g22830",1
"adi2mcaRNA20779_R0","adi2mcaRNA20779_R0",2
"g9357","g9357",2
"adi2mcaRNA30007_R2","adi2mcaRNA30007_R2",2
"g14552","g14552",1
"g25228","g25228",1
"g25222","g25222",0
"adi2mcaRNA25089_R1","adi2mcaRNA25089_R1",2
"adi2mcaRNA25089_R0","adi2mcaRNA25089_R0",2
"g42489","g42489",2
"g57675","g57675",1
"g14249","g14249",3
"adi2mcaRNA31951_R0","adi2mcaRNA31951_R0",0
"g7500","g7500",0
"g61968","g61968",4
"adi2mcaRNA27090_R0","adi2mcaRNA27090_R0",0
"adi2mcaRNA32528_R1","adi2mcaRNA32528_R1",1
"g2936","g2936",2
"g2937","g2937",1
"g2939","g2939",0
"adi2mcaRNA32382_R0","adi2mcaRNA32382_R0",2
"g51945","g51945",2
"g59959","g59959",1
"g59958","g59958",1
"g59957","g59957",0
"g59951","g59951",2
"g54180","g54180",0
"g68174","g68174",2
"g68177","g68177",0
"g68176","g68176",1
"g25246","g25246",2
"g68178","g68178",1
"g94","g94",5
"g69804","g69804",0
"g69802","g69802",1
"g69803","g69803",0
"g5581","g5581",0
"g53960","g53960",2
"g53961","g53961",2
"g53963","g53963",4
"g53969","g53969",3
"g52615","g52615",1
"g35351","g35351",4
"g52611","g52611",4
"g52613","g52613",1
"g560","g560",1
"g8982","g8982",1
"g30541","g30541",7
"g45518","g45518",0
"g45510","g45510",0
"g45511","g45511",1
"g45516","g45516",0
"g45517","g45517",2
"g45515","g45515",2
"g2254","g2254",1
"adi2mcaRNA32391_R1","adi2mcaRNA32391_R1",1
"g53651","g53651",3
"g10267","g10267",2
"g66694","g66694",2
"g39417","g39417",1
"g33552","g33552",0
"g54724","g54724",8
"g54720","g54720",0
"g39412","g39412",0
"g36478","g36478",1
"g36477","g36477",2
"g16868","g16868",1
"g34624","g34624",2
"g70851","g70851",2
"g34621","g34621",0
"g14123","g14123",3
"g70589","g70589",1
"g19771","g19771",1
"g19770","g19770",1
"g23065","g23065",2
"g42351","g42351",6
"g42352","g42352",0
"adi2mcaRNA11654_R0","adi2mcaRNA11654_R0",0
"g32107","g32107",0
"g58517","g58517",2
"g1890","g1890",1
"g58511","g58511",2
"g53764","g53764",0
"g2471","g2471",0
"g53769","g53769",1
"g37074","g37074",1
"g28780","g28780",0
"adi2mcaRNA9843_R0","adi2mcaRNA9843_R0",1
"g46631","g46631",2
"adi2mcaRNA36509_R0","adi2mcaRNA36509_R0",0
"g41123","g41123",1
"g41122","g41122",0
"g62858","g62858",0
"g62859","g62859",0
"g62854","g62854",0
"g62856","g62856",0
"g62857","g62857",1
"g62850","g62850",3
"g62851","g62851",0
"g62852","g62852",0
"g62853","g62853",0
"adi2mcaRNA29367_R0","adi2mcaRNA29367_R0",3
"g28574","g28574",0
"g28571","g28571",1
"g65498","g65498",4
"g28573","g28573",0
"g70004","g70004",0
"g70007","g70007",5
"g70000","g70000",2
"g70001","g70001",2
"g70002","g70002",0
"g70003","g70003",0
"g47589","g47589",1
"g47588","g47588",2
"g47587","g47587",0
"g47585","g47585",0
"adi2mcaRNA38951_R6","adi2mcaRNA38951_R6",0
"adi2mcaRNA1022_R0","adi2mcaRNA1022_R0",0
"g31955","g31955",1
"adi2mcaRNA3924_R0","adi2mcaRNA3924_R0",0
"g41124","g41124",0
"g62143","g62143",5
"g62140","g62140",1
"g62141","g62141",0
"g62146","g62146",1
"g62147","g62147",0
"g62144","g62144",1
"g30604","g30604",5
"g30602","g30602",0
"g30600","g30600",0
"g30601","g30601",2
"g30608","g30608",0
"adi2mcaRNA39334_R0","adi2mcaRNA39334_R0",2
"adi2mcaRNA35168_R1","adi2mcaRNA35168_R1",1
"g36732","g36732",1
"g36735","g36735",0
"g36737","g36737",2
"g36738","g36738",7
"g36739","g36739",4
"g26474","g26474",1
"g26475","g26475",0
"g17226","g17226",0
"adi2mcaRNA12830_R0","adi2mcaRNA12830_R0",2
"g57645","g57645",1
"g67398","g67398",5
"g53228","g53228",1
"g48129","g48129",5
"g8391","g8391",3
"g8641","g8641",0
"g56119","g56119",0
"g56115","g56115",5
"g51721","g51721",0
"g51722","g51722",0
"adi2mcaRNA10458_R1","adi2mcaRNA10458_R1",1
"adi2mcaRNA90_R0","adi2mcaRNA90_R0",2
"g58600","g58600",1
"g58601","g58601",2
"g58602","g58602",1
"adi2mcaRNA628_R0","adi2mcaRNA628_R0",0
"g48582","g48582",1
"g48583","g48583",0
"g48580","g48580",3
"g48581","g48581",3
"g48584","g48584",7
"g48585","g48585",7
"g65825","g65825",2
"g65826","g65826",1
"g65827","g65827",1
"g2093","g2093",2
"g12020","g12020",2
"g65828","g65828",0
"g57787","g57787",4
"g48054","g48054",0
"g35161","g35161",2
"adi2mcaRNA3408_R1","adi2mcaRNA3408_R1",3
"adi2mcaRNA3408_R0","adi2mcaRNA3408_R0",3
"g35163","g35163",2
"g24348","g24348",4
"g24340","g24340",0
"g26275","g26275",0
"g52965","g52965",0
"g26279","g26279",2
"g2315","g2315",0
"g12309","g12309",1
"adi2mcaRNA30897_R0","adi2mcaRNA30897_R0",0
"g54602","g54602",1
"adi2mcaRNA15808_R1","adi2mcaRNA15808_R1",1
"adi2mcaRNA15808_R0","adi2mcaRNA15808_R0",1
"g60958","g60958",6
"g60957","g60957",6
"g60956","g60956",6
"g60955","g60955",6
"g60954","g60954",1
"g42410","g42410",2
"adi2mcaRNA13151_R0","adi2mcaRNA13151_R0",1
"adi2mcaRNA17128_R1","adi2mcaRNA17128_R1",0
"g28197","g28197",1
"g28196","g28196",0
"g63377","g63377",2
"g63375","g63375",1
"g10218","g10218",4
"g63378","g63378",0
"g4107","g4107",0
"g50937","g50937",0
"adi2mcaRNA40969_R1","adi2mcaRNA40969_R1",0
"g9115","g9115",1
"adi2mcaRNA38640_R0","adi2mcaRNA38640_R0",0
"adi2mcaRNA23796_R0","adi2mcaRNA23796_R0",0
"g32949","g32949",2
"g32948","g32948",1
"g32943","g32943",1
"g32947","g32947",0
"g32946","g32946",0
"g32944","g32944",0
"g39141","g39141",1
"g39146","g39146",0
"g25966","g25966",4
"adi2mcaRNA38048_R0","adi2mcaRNA38048_R0",0
"g62967","g62967",2
"g34040","g34040",1
"g34042","g34042",4
"g34044","g34044",4
"g34045","g34045",0
"g47871","g47871",0
"g22772","g22772",0
"g51446","g51446",1
"g53583","g53583",1
"g7033","g7033",1
"g33713","g33713",2
"g50689","g50689",3
"g23764","g23764",8
"adi2mcaRNA7970_R1","adi2mcaRNA7970_R1",1
"g66932","g66932",4
"g66936","g66936",1
"g66935","g66935",6
"g66934","g66934",5
"g46059","g46059",2
"g36530","g36530",0
"g32447","g32447",0
"g53585","g53585",0
"g12401","g12401",0
"g49556","g49556",3
"g32195","g32195",2
"adi2mcaRNA12104_R0","adi2mcaRNA12104_R0",5
"adi2mcaRNA35928_R3","adi2mcaRNA35928_R3",5
"adi2mcaRNA31835_R0","adi2mcaRNA31835_R0",2
"g19636","g19636",0
"g19634","g19634",2
"g19632","g19632",1
"g54938","g54938",0
"g64089","g64089",6
"g19963","g19963",2
"g47015","g47015",2
"g43706","g43706",0
"g34906","g34906",0
"adi2mcaRNA19990_R1","adi2mcaRNA19990_R1",1
"g64391","g64391",0
"g33233","g33233",0
"g33230","g33230",1
"g33231","g33231",0
"adi2mcaRNA13868_R0","adi2mcaRNA13868_R0",4
"adi2mcaRNA2131_R0","adi2mcaRNA2131_R0",0
"g30021","g30021",5
"g30029","g30029",5
"g33239","g33239",0
"g2041","g2041",7
"g71567","g71567",0
"g46869","g46869",0
"g2043","g2043",2
"g29241","g29241",1
"g31823","g31823",0
"g29219","g29219",0
"g29218","g29218",0
"g29217","g29217",6
"g29213","g29213",0
"g29212","g29212",1
"g29211","g29211",0
"g7743","g7743",0
"adi2mcaRNA35189_R0","adi2mcaRNA35189_R0",1
"g70215","g70215",0
"g70216","g70216",0
"g70210","g70210",4
"g70219","g70219",0
"adi2mcaRNA2707_R0","adi2mcaRNA2707_R0",2
"g8020","g8020",6
"g37347","g37347",0
"g8022","g8022",0
"g8026","g8026",0
"g37341","g37341",3
"g8029","g8029",2
"g66099","g66099",0
"g9990","g9990",1
"g51851","g51851",0
"g43370","g43370",5
"g28102","g28102",0
"g43371","g43371",0
"g28103","g28103",2
"g56482","g56482",3
"g56485","g56485",0
"g56486","g56486",2
"g4271","g4271",1
"g10585","g10585",7
"g10581","g10581",1
"g63602","g63602",1
"g63601","g63601",2
"g68728","g68728",1
"g68724","g68724",1
"g53240","g53240",4
"g54932","g54932",7
"g64476","g64476",2
"g26843","g26843",0
"g26842","g26842",1
"g52339","g52339",4
"adi2mcaRNA10073_R0","adi2mcaRNA10073_R0",5
"g41834","g41834",1
"adi2mcaRNA11777_R1","adi2mcaRNA11777_R1",0
"adi2mcaRNA9821_R0","adi2mcaRNA9821_R0",0
"adi2mcaRNA29617_R9","adi2mcaRNA29617_R9",6
"g64622","g64622",0
"adi2mcaRNA23639_R0","adi2mcaRNA23639_R0",1
"g64473","g64473",0
"g51685","g51685",3
"g51689","g51689",0
"adi2mcaRNA30260_R0","adi2mcaRNA30260_R0",0
"g2686","g2686",2
"g2687","g2687",0
"g4273","g4273",1
"g4900","g4900",2
"g56302","g56302",5
"g50228","g50228",5
"g2538","g2538",2
"g2534","g2534",0
"g50223","g50223",0
"g2536","g2536",2
"g2530","g2530",0
"g2531","g2531",0
"adi2mcaRNA6169_R0","adi2mcaRNA6169_R0",3
"g44133","g44133",2
"g58412","g58412",0
"g3489","g3489",7
"g3488","g3488",0
"g3481","g3481",3
"g15345","g15345",7
"g55764","g55764",4
"g55763","g55763",1
"adi2mcaRNA14792_R1","adi2mcaRNA14792_R1",4
"adi2mcaRNA30875_R0","adi2mcaRNA30875_R0",1
"adi2mcaRNA30875_R1","adi2mcaRNA30875_R1",1
"g504","g504",0
"g4270","g4270",2
"g18168","g18168",0
"adi2mcaRNA6309_R0","adi2mcaRNA6309_R0",2
"g54412","g54412",1
"adi2mcaRNA15158_R0","adi2mcaRNA15158_R0",6
"g61020","g61020",8
"adi2mcaRNA24556_R0","adi2mcaRNA24556_R0",0
"g43542","g43542",1
"g43541","g43541",4
"g27900","g27900",6
"g61025","g61025",2
"g71505","g71505",0
"adi2mcaRNA9033_R0","adi2mcaRNA9033_R0",2
"g33930","g33930",5
"g51740","g51740",0
"g27907","g27907",0
"g33937","g33937",2
"adi2mcaRNA37952_R1","adi2mcaRNA37952_R1",3
"g33938","g33938",1
"adi2mcaRNA13860_R0","adi2mcaRNA13860_R0",1
"g62403","g62403",0
"g62407","g62407",0
"g62405","g62405",0
"g35521","g35521",4
"g35522","g35522",0
"g35525","g35525",0
"g35526","g35526",6
"g35527","g35527",1
"adi2mcaRNA25611_R0","adi2mcaRNA25611_R0",1
"g9302","g9302",0
"g28328","g28328",0
"g28320","g28320",8
"g6182","g6182",1
"g45548","g45548",0
"g40150","g40150",2
"g14822","g14822",1
"g14823","g14823",1
"g14824","g14824",1
"g14826","g14826",0
"g35234","g35234",2
"g35235","g35235",0
"g39997","g39997",0
"g37587","g37587",2
"g37582","g37582",2
"g22604","g22604",1
"g37588","g37588",1
"g22603","g22603",0
"g33694","g33694",2
"g33695","g33695",1
"g33696","g33696",2
"g33692","g33692",0
"g29587","g29587",0
"adi2mcaRNA29018_R0","adi2mcaRNA29018_R0",1
"g2644","g2644",1
"g36183","g36183",1
"g36182","g36182",0
"g27646","g27646",0
"g66879","g66879",0
"g18014","g18014",6
"g46178","g46178",0
"g32250","g32250",3
"g24608","g24608",5
"g24602","g24602",0
"g57152","g57152",0
"adi2mcaRNA27065_R0","adi2mcaRNA27065_R0",0
"g9760","g9760",0
"g9762","g9762",3
"g9764","g9764",3
"g67832","g67832",4
"g67835","g67835",8
"g67837","g67837",6
"g21648","g21648",0
"g21640","g21640",0
"g21641","g21641",0
"g21642","g21642",1
"g21643","g21643",1
"g21644","g21644",0
"g21645","g21645",2
"adi2mcaRNA18723_R0","adi2mcaRNA18723_R0",0
"g22345","g22345",0
"g12884","g12884",0
"adi2mcaRNA20799_R0","adi2mcaRNA20799_R0",2
"adi2mcaRNA1326_R0","adi2mcaRNA1326_R0",0
"g27998","g27998",5
"g63101","g63101",6
"g63100","g63100",2
"g63102","g63102",0
"g63106","g63106",1
"adi2mcaRNA4076_R0","adi2mcaRNA4076_R0",5
"g60451","g60451",0
"adi2mcaRNA20797_R1","adi2mcaRNA20797_R1",0
"adi2mcaRNA7058_R0","adi2mcaRNA7058_R0",1
"adi2mcaRNA26863_R1","adi2mcaRNA26863_R1",5
"g56569","g56569",0
"g56568","g56568",6
"g65957","g65957",2
"g56563","g56563",6
"g39409","g39409",1
"g66689","g66689",3
"g39402","g39402",2
"g39406","g39406",2
"g39405","g39405",2
"g39404","g39404",0
"g67151","g67151",2
"g67156","g67156",0
"g63044","g63044",0
"g63045","g63045",1
"g10628","g10628",0
"g10624","g10624",1
"adi2mcaRNA59_R0","adi2mcaRNA59_R0",1
"g41218","g41218",4
"g44011","g44011",1
"adi2mcaRNA21338_R1","adi2mcaRNA21338_R1",1
"g63815","g63815",4
"g67746","g67746",1
"adi2mcaRNA37184_R0","adi2mcaRNA37184_R0",0
"g3118","g3118",0
"g20256","g20256",3
"g3114","g3114",0
"g4721","g4721",7
"g57779","g57779",0
"g57778","g57778",2
"adi2mcaRNA6094_R0","adi2mcaRNA6094_R0",0
"g54239","g54239",0
"g54235","g54235",0
"g54234","g54234",1
"g54237","g54237",0
"g59641","g59641",0
"g54232","g54232",0
"g51658","g51658",1
"g50929","g50929",0
"g50921","g50921",7
"adi2mcaRNA6730_R0","adi2mcaRNA6730_R0",2
"g47221","g47221",2
"g7443","g7443",1
"g7442","g7442",1
"g7441","g7441",0
"g44071","g44071",9
"g3566","g3566",0
"g3562","g3562",0
"g53277","g53277",0
"g41683","g41683",0
"g14712","g14712",2
"g14713","g14713",6
"g14711","g14711",1
"g14716","g14716",6
"g54226","g54226",1
"g14718","g14718",2
"adi2mcaRNA15198_R0","adi2mcaRNA15198_R0",5
"g33533","g33533",0
"adi2mcaRNA3339_R0","adi2mcaRNA3339_R0",2
"adi2mcaRNA20096_R0","adi2mcaRNA20096_R0",6
"adi2mcaRNA20096_R1","adi2mcaRNA20096_R1",0
"g30579","g30579",0
"g49148","g49148",1
"adi2mcaRNA25380_R1","adi2mcaRNA25380_R1",6
"g42022","g42022",0
"g42020","g42020",4
"g54596","g54596",0
"g35220","g35220",3
"g40775","g40775",2
"g40779","g40779",1
"g58942","g58942",2
"g59527","g59527",0
"adi2mcaRNA2223_R0","adi2mcaRNA2223_R0",0
"g28283","g28283",0
"g70733","g70733",0
"g34577","g34577",0
"g41824","g41824",0
"g15749","g15749",2
"g47503","g47503",0
"g70089","g70089",1
"g47501","g47501",0
"g47500","g47500",1
"g70087","g70087",2
"g70082","g70082",0
"g70083","g70083",2
"g6273","g6273",1
"g6270","g6270",0
"g2336","g2336",1
"g55282","g55282",5
"g23874","g23874",0
"g23876","g23876",1
"g23873","g23873",1
"g29625","g29625",2
"g38300","g38300",4
"g36228","g36228",1
"adi2mcaRNA3428_R1","adi2mcaRNA3428_R1",0
"adi2mcaRNA3428_R0","adi2mcaRNA3428_R0",0
"adi2mcaRNA16148_R0","adi2mcaRNA16148_R0",5
"g19246","g19246",1
"g30684","g30684",2
"g30682","g30682",0
"g30681","g30681",7
"g22473","g22473",2
"g22470","g22470",4
"g68769","g68769",6
"g66447","g66447",0
"g67311","g67311",4
"g67315","g67315",2
"g1874","g1874",3
"g26824","g26824",1
"g41015","g41015",0
"g57327","g57327",0
"g27563","g27563",10
"g27561","g27561",6
"g27560","g27560",9
"g27566","g27566",0
"g17709","g17709",1
"adi2mcaRNA19853_R1","adi2mcaRNA19853_R1",4
"g61858","g61858",0
"g54981","g54981",1
"g5181","g5181",0
"g20728","g20728",2
"g20724","g20724",2
"g20726","g20726",1
"g24039","g24039",1
"g24033","g24033",2
"adi2mcaRNA962_R7","adi2mcaRNA962_R7",1
"adi2mcaRNA2105_R0","adi2mcaRNA2105_R0",1
"g59338","g59338",0
"g58483","g58483",1
"adi2mcaRNA24602_R0","adi2mcaRNA24602_R0",1
"g38319","g38319",2
"g38681","g38681",4
"g68488","g68488",8
"g25073","g25073",7
"g25076","g25076",1
"g49157","g49157",0
"g50474","g50474",0
"adi2mcaRNA37907_R0","adi2mcaRNA37907_R0",3
"g66161","g66161",2
"g66162","g66162",6
"g35026","g35026",2
"g66169","g66169",0
"g68735","g68735",4
"g11749","g11749",1
"g10297","g10297",1
"g10296","g10296",1
"g10295","g10295",0
"g10290","g10290",1
"g10298","g10298",1
"g17747","g17747",4
"g60645","g60645",1
"g60644","g60644",1
"g68348","g68348",1
"g68342","g68342",0
"g68340","g68340",4
"g68341","g68341",2
"g69699","g69699",1
"g197","g197",1
"g195","g195",0
"g52713","g52713",1
"g52714","g52714",2
"g52719","g52719",2
"g44595","g44595",7
"g54447","g54447",6
"g12593","g12593",2
"adi2mcaRNA25030_R0","adi2mcaRNA25030_R0",1
"g11013","g11013",1
"g14024","g14024",0
"g59013","g59013",1
"adi2mcaRNA6122_R0","adi2mcaRNA6122_R0",0
"g6921","g6921",0
"g54009","g54009",1
"g54003","g54003",1
"g50710","g50710",0
"g22401","g22401",4
"adi2mcaRNA29288_R0","adi2mcaRNA29288_R0",1
"adi2mcaRNA29288_R1","adi2mcaRNA29288_R1",1
"g41255","g41255",2
"adi2mcaRNA17125_R1","adi2mcaRNA17125_R1",0
"adi2mcaRNA17125_R0","adi2mcaRNA17125_R0",3
"g31007","g31007",0
"g31004","g31004",6
"g31002","g31002",1
"g31001","g31001",1
"g31009","g31009",0
"g31008","g31008",0
"g41786","g41786",8
"g41785","g41785",2
"g41784","g41784",3
"g44559","g44559",0
